Word,Frequency
toilet,9
clogged,1
entire,24
poop,7
started,10
Flushed,1
reset,2
zero,8
perform,21
created,20
adults,19
Kids,4
silly,9
opportunity,14
jokes,7
Adults,4
act,26
EDUCATIONAL,1
Younger,2
healthy,3
dose,2
Seriously,1
sure,21
INTERACTION,1
funnest,1
stages,4
UNO,29
remembering,3
responsibilities,1
throughout,16
forget,10
remind,1
drink,4
drinking,4
Speaking,1
DRINKING,1
ADULTS,1
feedback,2
critically,1
acclaimed,2
ZOMBIE,1
SHUFFLE,1
learned,3
loved,4
reason,4
easier,8
drinks,2
everyone,81
flushed,1
ENDLESS,1
POSSIBILITIES,1
Alternate,3
PDF,1
downloadable,1
Trial,1
Version,5
interested,2
Experiment,1
us,16
ideas,5
credit,4
community,9
Splash,2
reaction,7
react,6
chunky,1
fish,30
rolled,40
area,37
yell,10
piranha,1
permanently,2
quickest,3
however,19
Thus,9
pattern,14
business,7
Fai-fo,2
city-port,1
Southeast,2
Asia,3
16th,3
-17th,1
old,33
competitors,3
entering,3
success,6
contracts,4
Dai,1
Viet,1
worry,7
alone,24
merchants,7
willing,2
wisely,9
deduction,10
surprise,3
merchant,4
8-Apr,2
Merchant,6
Ship,7
depend,1
Reputation,2
Rank,1
Skill,2
coins,21
contract,2
ever,38
simultaneously,19
Highest,2
money,113
trigger,4
counting,6
reputation,5
0,12
chance,45
aware,4
sailing,2
creators,2
Ubi,1
strive,3
rubi,4
ubi,1
pyramid,19
successfully,14
provided,12
answered,5
precision,4
geographical,1
applies,1
statement,6
supplied,7
reticle,1
map-reader,1
provides,10
triangular,4
hexagonal,4
earned,10
answering,23
Americas,1
Europe,15
Water,3
Universal,1
Africa,16
zones,6
determined,15
inscribed,1
Worst,1
Ever,3
creates,7
everything,32
hate,2
gamers,10
gaming,11
attacking,14
affect,10
Schraumen,1
nonsense,1
enacting,3
nonsensical,1
laws,2
written,6
scrolls,6
paid,14
plums,7
portmanteau,1
Schriftrollen,1
Scrolls,1
Pflaumen,1
77,1
scroll,6
shuffled,8
11,20
removed,21
looking,26
plum,3
bidding,8
followed,10
burned,1
fire,14
Examples,3
garden,6
tied,1
involve,4
enact,1
unless,18
MUST,2
activate,10
burn,1
illegal,1
enough,53
silently,2
auctions,1
telling,8
bid,17
requires,11
suitcase,6
similarly,1
Community,10
Chest,8
Chance,14
replaced,14
Three,14
referenced,3
Waddington,3
edition,61
properties,33
U.S.,5
sort,7
magnetic,5
hotels,11
movers,2
Amigo,1
website,21
cardit,1
call,19
Bungee,1
almost,7
fewest,11
catching,1
henchmen,2
deduce,8
Carmen,2
Sandiego,2
located,11
USA,7
separate,9
Cut,2
Life,27
producer,1
film,14
industry,8
tough,5
especially,12
porn,2
tame,1
soft,4
full-on,1
flick,2
job,14
actors,2
apparatus,1
flop,2
filthy,2
fantasy,16
ruthless,4
manipulation,1
decide,27
films,8
Warning,1
Thieves,1
hackers,1
ugly,2
moralistic,1
directors,1
ruin,4
panic,3
counted,4
screw,2
rest,30
Actors,2
Condoms,1
said,11
oh,2
wait,10
fact,17
predicting,1
title,17
tenth,1
anniversary,4
celebrations,1
Spiel,2
des,6
Jahres-winning,2
Carcassonne,2
Hans,1
Glck,1
designers,5
Klaus-Jrgen,1
Wrede,1
Olivier,1
Lamontagne,1
releasing,2
quick-playing,2
cities,25
faster,10
scoresheets,1
packaged,5
inside,30
meeple-shaped,1
container,3
sidekick,2
Sure,3
Disney,25
Sidekicks,1
villains,9
Captain,7
Hook,3
Gaston,1
Scar,1
Jafar,1
Maleficent,1
locked,2
castle,44
sidekicks,3
Timon,1
Pumbaa,1
Tinker,1
Bell,1
Abu,1
Lumiere,1
Flora,1
Fauna,1
Merryweather,1
rescue,11
villagers,1
locks,1
villain,12
wondered,2
strange,4
internet,7
Well,8
prove,15
Weird,1
Things,7
Humans,4
Search,4
predict,6
endings,2
Google,6
search,16
ca,29
Canadian,1
cat,5
wants,12
rank,8
tallied,4
Playroom,3
Entertainment,6
Mush,1
dog,12
sledding,1
Welcome,11
Alaska,1
dogs,10
Musher,1
Iditarod,1
Top,7
Dogs,4
strongest,4
trophies,2
values,20
sneaky,6
evaluated,1
strength,25
jump,15
toboggan,1
dog-eat-dog,1
psyching,1
Avalon,4
Hill,5
Ahoy,1
Mateys,1
scurvy,1
Pirate,10
stolen,4
Hammer,2
pride,1
Majestys,1
Royal,6
Navy,3
commission,1
officer,1
pursue,2
black-hearted,1
cur,1
catch,22
shark,16
bait,2
hes,1
rascal,1
youll,19
recruit,3
dregs,1
Queens,2
dungeons,1
sometimes,18
pirate,27
Iffn,1
discover,21
swab,1
hiding,7
acquire,12
gold,37
Act,1
haste,2
youre,11
hunt,11
saves,1
undying,1
gratitude,1
Timothy,1
Rose,2
saw,3
presentation,3
GenCon,1
Talisman,2
scoundrel,1
retrieve,4
Queen,5
flagship,3
derring-do,1
underhanded,1
methods,8
BRIBE,1
showed,1
pretty,8
pirate/cutlass,1
stuff,11
nice,15
art,15
Squillo,2
spirit,5
extreme,2
pimp,3
managing,4
girls,4
escort,1
street,10
hookers,1
hopefuls,1
peculiarities,1
parcel,1
proceeds,8
knockout,1
subsequent,6
sale,3
organs,2
99,1
accidents,3
power-ups,1
improvements,3
maneuvering,2
dictated,2
advanced,21
element,11
Little,11
vs.,6
Pinocchio,2
Scary,4
Tales,4
two-player,11
pitting,2
tale,4
scorned,1
girl,5
fool,4
fibbing,1
scheming,3
puppet,1
strings,1
drive,6
companions,3
Woodsman,1
Cricket,1
kingdom,10
awaits,7
king,16
died,4
leaving,7
heir,5
enchanted,2
feared,2
clouds,2
corruption,2
affected,6
town,25
utmost,2
Strength,6
Wisdom,4
Luck,9
relics,8
ago,8
worthy,4
challengers,3
sharp,3
indomitable,2
devious,4
match-up,2
uncertain,3
coded,3
fortune,7
associated,10
comprise,5
contents,5
needs,23
obtain,19
determines,12
hares,1
hop,4
pushing,7
mole,5
luck,41
hare,2
carrot,5
Lotti,1
Karotti,1
Das,4
Hasenrennen,1
returned,8
field,36
outcomes,4
cover,21
uncovering,1
bridge,4
backwards,6
swing,7
Fantastic,1
Gymnastics,1
speed,16
momentum,3
gymnast,1
bar,6
moment,12
hit,29
button,9
stick,13
landing,18
mat,4
feet,8
solo,10
step-by-step,1
sheet,17
tips,6
100-point,1
Bambeleo,1
Longer,2
according,17
Frank,3
Branham,1
circular,9
dance,6
floor,18
sabotaged,1
sawfish,1
jiggle,1
Ray,1
Stingray,2
bail,1
birthday,2
cake,2
dex,1
obscenely,1
fairly,5
tricky,2
absolutely,2
compulsive,1
mind-numbingly,1
stupid,3
Besides,3
knock,17
undersea,1
Sparta,2
228,1
B.C.,1
relive,1
fascinating,6
skillful,5
Spartan,4
Achaean,1
Achaeans,1
maintain,6
stance,3
10x10,1
fighters,9
rows,16
owns,11
desired,6
fighter,8
promoted,1
conquered,3
belongs,1
diagonal,8
vacant,2
happens,16
Taggle,3
110,5
'Thoughts,1
'Retort,2
loud,8
Thoughts,1
lines,27
snap,3
silliest,1
funnniest,1
retort,2
fails,8
lamest,1
shouted,1
Integrates,2
d'amour,1
'quiz,1
teams,38
celebrities,4
obvious,1
klaxon,2
lots,16
Stephen,1
Fry,1
odd,6
QI,2
stands,7
'Quite,1
Interesting,1
Bible,4
chicken,4
egg,7
mean,6
dreaded,7
hundreds,6
facts,6
programme,1
Treasure,2
High,16
Seas,2
Risk,9
Jr.,4
easy-to-get,1
bold,3
boat,4
buried,3
treasure,65
loot,12
quick,24
Engage,4
INTRO,1
CLASSIC,2
RISK,2
Junior,5
introduce,4
PIRATE,1
THEME,1
LAUNCH,1
DICE,1
press,14
launch,7
claim,25
lever,3
STRATEGIC,1
CONQUEST,1
Move,13
pirates,13
territories,5
treasures,30
FIRST,2
grace,1
style,10
grabbing,1
battles,20
means,27
creatures,38
low,17
tend,2
buying,15
countries,26
Monopoly-style,1
bought,15
invested,1
option,13
Event,11
book,33
describes,3
hinder,8
owners,4
syndicates,1
8-Mar,1
sushi,1
chefs,3
chef,2
Completed,1
orders,7
cancel,3
piles,12
#NAME?,1
-92,1
linen,1
64x114mm,1
Mint,5
Control,4
newest,4
Series,14
Works,2
Delivery,1
deep,14
ease-of-play,1
pocket,6
teaches,3
minute,8
expands,1
candy,7
companies,8
buildings,26
presence,5
potentially,3
earns,18
top-right,1
actions,66
paying,6
kicking,1
mints,1
murder,11
committed,2
Victorian,1
steampunk,2
Sebastian,2
list,28
police,12
retain,2
freedom,4
murderous,1
culprit,1
Accusations,4
Method,1
Motive,1
Opportunity,1
providing,3
Alibis,1
craft,5
pin,3
Ruse,1
specialized,4
amazing,2
tell,13
mayhem,6
gaslights,1
Nero,3
Legacy,2
Despot,2
contenders,1
legions,1
Imperium,1
Emperor,2
opportunities,8
sagaciously,1
timely,1
Assassins,1
Briberies,1
Bad,8
Auguries,1
Tribe,1
Galley,1
Fleets,1
Crisis,3
Roma,1
Praetorian,1
Guard,2
gameboard,16
Mediterranean,2
162,3
cardboard,14
stand,22
quality,9
movement,40
Fight,5
City,7
composed,8
50-60,1
Fighters,1
Weapons,5
bringing,3
VersionsOriginal,1
Deluxe,7
boxed,4
B,8
Deck,16
Fear,3
Awards,10
1999,4
Origins,3
Award,5
Nominee,4
Best,6
Traditional,1
1815,1
upside,3
Napoleon,3
Bonaparte,1
finally,9
defeated,10
conquering,1
devastating,2
Powers,2
chaos,9
nation,8
eagerly,1
grow,10
governmental,1
military,17
interests,4
maintained,2
Balance,4
carefully,9
Kings,10
Generals,1
Bankers,2
capture,24
expand,4
empires,1
ultimate,22
Box,11
cute,6
fluffy,1
loose,3
fence,3
Mother,7
Sheep,19
flock,6
sheep,10
fences,2
fencing,2
color-coded,5
strategically,6
fastest,4
Expanded,14
Wolf,21
Communist,1
infiltration,1
all-time,2
everywhere,5
trusted,4
patriots,1
FBI,1
scour,1
files,2
promoting,3
Soviet,9
agenda,2
threatening,1
sacred,3
shores,1
trusts,1
detect,1
publicly,1
accuse,2
deport,1
agents,7
closest,8
colleagues,6
Perhaps,5
hide,5
Scare,1
role/social,1
delightful,1
wrinkle,1
truth,6
pair,17
secret,40
decoder,3
glasses,3
elimination,8
Second,6
seemingly,5
choose-random-words-for-a-plot,1
Devil,7
Bunny,6
frighteningly,1
honest,2
working,14
taffy,4
pulling,3
machines,3
factory,4
hates,2
bother,1
decided,11
revenge,13
unsatisfying,1
brand,9
saltwater,1
man,16
devised,2
stop,30
luring,2
cuddly,1
squirrels,3
gum,2
presumably,2
unpleasant,4
break,18
thus,20
foiling,1
plot,9
baked,2
scientists,4
likely,10
anyway,2
focuses,1
representing,15
linear,4
fashion,9
eventually,4
leading,8
machine,16
repair,2
remove,20
Wacky,1
Abstract,1
Board,24
twisted,5
outrageous,7
pre-funk,1
post,3
funk,1
ANY-funk,1
Make,15
iGranie,1
z,1
Gruzem,1
simulates,3
living,10
Poland,6
seen,9
satiric,1
cartoonist,2
Kobieta,1
limak,1
assume,3
freshly,1
graduated,1
college,4
perspectives,1
lives,7
gathering,9
resourcefulness,1
dream,8
advance,16
examples,6
assignment,2
acquiring,3
groceries,1
necessarily,2
shopping,5
intimate,1
eat,8
Failure,3
meet,11
requirement,1
consequences,6
Slamwich,1
real-time,6
Twitch,1
Bongo,1
die-cut,1
resemble,2
slices,2
bread,1
sandwich,4
items,44
thieves,5
munchers,1
evenly,4
remaining,34
aside,11
flips,5
central,18
conditions,22
slap,11
slamwich,3
typically,4
flipped,7
directly,12
decker,2
thief,4
muncher,3
revealed,28
races,8
Le,6
Jeu,1
Du,1
Nain,1
Jaune,1
Dwarf,1
attractive,3
French,18
strikes,2
satisfying,3
Quality,1
trays,1
inlaid,1
Hearts,4
Spades,2
Jack,9
Clubs,1
diamonds,5
greatest,9
conventional,5
52,7
pack,13
betting,8
poker,21
chips,36
Cheaper,1
invariably,2
supermarkets,1
Euros/dollars,1
dispose,2
numerical,5
sequence,10
bonuses,13
significance,1
terminates,1
restart,5
Remembering,1
frustrate,1
favoring,1
simplicity,1
appeals,2
younger,13
whereas,2
hardened,2
gambler,1
tray,11
Euros,2
downloading,1
shareware,1
Internet,2
Joan,1
Patience,6
Zankpatiencen,1
quarrel,1
patiences,1
commercial,4
collection,18
Jokers,2
carry,7
Instructions,5
celebrate,6
seventieth,1
London,6
Hasbro,15
names,17
recognizable,3
multiplied,3
"10,000",6
Canary,1
Wharf,1
replacing,6
Park,6
Lane,1
3.5,2
Stations,1
apartments,1
mobile,6
phone,4
plane,24
nicely,3
realized,2
offers,8
protection,3
nations,5
bands,1
indigenous,1
Components,12
masts,1
third,18
changed,10
exploring,5
colonizing,1
adds,28
possibly,14
separated,2
ocean,6
ones,28
corners,13
homelands,3
bases,9
Nations,1
explore,16
conquer,15
accomplish,6
load,5
unknown,6
areas,17
exploration,8
natives,3
much,58
neighboring,2
unexplored,2
muster,1
armies,12
Conquest,3
ultimately,6
optimize,1
counter,12
unfortunately,2
Sorry,16
Pokemon,5
sweet,10
Take,21
Bump,2
Slide,4
excitement,7
Add,5
Pikachu,1
Ponyta,1
Squirtle,1
Bulbasaur,1
dozen,2
Start,16
Gym,1
basis,2
psychology,1
phases,15
therapy,5
praxis,2
not-too-intimate,1
therapy-questions,2
consensus,4
revelations,1
friends/,1
buddies/,1
Therapy,1
granted,3
fellow,16
Depending,6
unusual,4
e.g,12
tiny,3
psychiatry,1
couches,1
lobes,1
Recommended,2
16,21
Mad,2
professors,1
experimental,1
lab,2
roof,2
racers,2
wanting,3
functions,2
vehicles,3
changes,8
chooses,28
patches,1
mover,1
Greg,2
Rowley,1
Fregley,1
Manny,1
Said,2
secretly,22
write,9
Correct,1
Try,11
Contents,19
"board,4",1
#NAME?,2
bunnies,3
hill,2
rotate,6
cause,19
bunny,1
drops,6
mid,1
spring,3
pulled,3
dozens,1
sizes,7
sandwiched,1
removing,11
trap,5
hopes,5
Different,6
sized,2
Point,6
penalties,4
incurred,1
accumulated,7
Qubic,2
publishers,3
credited,2
64,7
3D,10
four-by-four,1
straight,14
essentially,3
Tic-Tac-Toe,5
4x4x4,6
cube,5
emptied,2
replace,10
occupied,10
tie,7
advantageous,1
prohibit,2
Tic,4
Tac,4
Toe,3
3x3x3,1
4tec,1
Flix,1
men,21
Words,4
Q4,1
Tetrano,1
4x4,8
pegs,10
filled,17
Dimensions,1
1970,6
Hi,1
Noon,1
Duell,1
2011,4
Dimension,1
layers,3
3D5,1
5x5x5,1
Incohearent,1
adult,15
Meme,5
talking,6
laughs,6
sense,5
gibberish,1
kinky,1
recited,1
sound,14
reciting,1
thirds,1
teeth,5
hear,8
Listen,2
closely,2
saying,6
thirsty,1
Thursday,1
Perfect,1
parties,8
nights,4
holidays,1
reunions,1
kind,20
Shuffle,4
spoons,1
except,16
Position,1
rotates,4
calling,7
'pass,1
spoon,6
'pig,1
pig,5
hog,4
Hogs,1
talks,1
vinyl,1
array,1
spots,10
diameter,1
moderate,1
moderator,2
spinning,6
foot,5
relevant,3
bodypart,2
bodyparts,1
falls,9
touches,4
elbow,1
knee,1
eliminated,14
Iterate,1
remains,13
overnight,1
May,6
1966,1
Johnny,2
Carson,1
Tonight,1
Show,7
Eva,1
Gabor,1
http,12
//www.boardgamegeek.com/image/104221,1
educational,6
outdoors,2
primarily,4
animal,38
identification,1
progressing,1
vibrant,2
earth,9
tone,4
palette,1
full-color,5
photos,2
Camp,1
incorporated,1
appealing,2
SuDoku,1
column,17
occurs,6
develops,3
skillfully,2
journey,13
Fellowship,6
Middle-earth,7
MONOPOLY,4
Gather,2
fortresses,1
holdings,1
staffs,1
wizards,8
middle-earth,1
collectible,11
Rings,15
Greek,7
monos,2
polein,2
sell,18
exists,7
enterprise,2
supplier,2
commodity,8
roll-and-move,10
trading,12
developing,7
owned,8
property,23
owning,8
Owning,3
increases,6
bankruptcy,3
cat-themed,1
Sudoku,5
puzzle,22
referee,1
broken,8
Easy,8
Hard,4
site,7
whose,20
URL,1
blank,6
layout,7
Points,21
misplayed,2
incorrectly,6
Bonus,3
correctly/incorrectly,1
3x3,7
Repeat,2
cumulative,1
apply,2
Turtle,2
Whacks,1
heart,10
towering,2
skyscraper,2
evil,23
SHREDDER,4
finalizing,1
Teenage,2
Mutant,2
Ninja,9
Turtles,4
vicious,4
sewers,2
streets,15
ride,3
subway,1
trip,5
Baxter,1
Stockman,1
affair,2
somewhat,4
stripped-down,1
Buffy,4
Vampire,3
Slayer,2
Pictionary,4
simplified,6
parent,4
divide,6
Picturist,2
Guessers,1
full-time,1
circle,18
Topics,1
hourglass,1
marks,3
simpler,5
topics,3
suitable,10
Guessing,4
advertised,1
14-Aug,1
Exit,2
maze-making,1
opposite,19
blocking,6
hex,9
wall,5
anywhere,7
Extra,4
limited,11
impossible,6
destination,4
JUMP,6
blocked,10
Lakes,1
seconds,20
boss,9
teammates,7
fit,12
solid,6
kinds,6
Flip,2
Flop,3
alternate,11
Double,6
Name,3
336,1
"3,360",1
60-second,1
dry-erase,3
marker,18
scorecard,1
spy,4
contact,7
effort,12
secrets,7
Embassies,1
newly,3
Espiona,1
valuable,11
newer,3
bore,1
resemblance,1
bodyguard,1
Panzer,1
Battles,3
Tactical,1
Armored,1
Warfare,2
II,22
American,10
Arracourt,1
September,1
1944,3
Berlin,3
Highway,1
March,2
British,7
tanks,4
1942,1
Emphasis,2
command,13
doctrine,1
nationality,1
Orders,1
selected,8
Available,1
Bound,1
overwatch,2
bounding,1
withdraw,1
rally,1
Published,4
73,2
March/April,1
1979,2
Uses,1
MechWar,1
Map,2
meters,3
Platoon,2
Theres,4
elusive,2
cryptid,2
prowling,1
clear,25
definitive,1
proof,2
scientific,3
believe,9
Scientist,2
manipulating,2
heat,2
sonic,1
sensors,3
scan,1
quarry,1
Cryptid,3
snaking,1
shadows,5
alleys,2
metropolis,2
surrounds,1
eliminating,6
existence,5
desperately,4
Emerging,1
stakes,6
cat-and-mouse,1
chase,10
sprawling,1
landscape,4
require,12
ingenuity,2
foresight,2
Legends,2
tense,3
asymmetric,1
deductive,2
reasoning,1
3-,1
1976-1984,2
simulation,12
army/fleet,1
scale,11
hypothetical,4
world-wide,2
conflict,15
naval,3
secondary,1
seasonal,1
quarterly,1
increased,2
conflicts,5
tension,7
strain,1
relationships,4
Union,5
United,9
superpower,3
felt,5
necessary,17
local,7
wars,5
proliferated,1
pressures,2
Eastern,3
Middle,4
East,5
Asian,1
sub-continent,1
Central,1
degrees,2
slipping,3
favored,2
threatened,3
violent,4
Warnings,1
commitment,2
immediately,19
greater,14
escalation,1
struck,2
overran,1
matter,11
weeks,2
Western,4
cowed,1
submission,1
Leftist,1
regimes,1
larger,9
Gross,1
National,2
Product,2
capacity,3
wage,3
prolonged,1
outlying,1
consolidating,1
gains,6
sufficient,3
proper,6
decisive,2
crept,2
superpowers,2
nuclear,3
resort,1
remained,2
unfulfilled,1
possibility,1
near-certainty,1
hoped,1
wear,5
attempted,4
overwhelming,1
lightning,1
victories,2
campaigns,3
futility,1
apparent,1
economies,1
signs,2
fatigue,3
gradually,3
wound,3
stalemate,1
thousands,6
unofficial,1
frontline,1
provoke,1
unsatisfactory,1
inevitable,1
resolution,4
responsible,2
governments,1
overthrown,1
gradual,1
withdrawal,1
battlefields,2
globe,2
reproduction,1
hexagons,1
regulate,1
chess,3
indicate,9
relative,6
strengths,7
maneuvers,3
engage,5
adjacent,17
compared,8
consults,1
probability,4
Combat,19
Results,4
Table,9
outcome,10
conducts,1
attacks,20
specified,4
objectives,6
forth,3
prior,3
two-Player,1
Rule,2
independent,4
Chinese,10
executes,1
Enemy,1
fulfill,7
.of,1
expends,1
Allowance,1
Transport,2
Amphibious,1
transfer,1
water,8
comparing,7
expressing,2
comparison,2
differential,1
Attacker,1
Defender,3
appropriate,13
Land,12
applied,2
Dunnigan,1
Global,3
1939-45,1
804,1
Army/Fleet,1
17.5,1
22.5,1
mounted,1
mapboards,1
Designer,2
countersheets,1
storage,4
hours,16
Blues,1
employee,2
daycare,2
babies,20
anything,17
crying,5
faced,4
non-crying,1
attach,3
bad,27
unhappy,2
solution,6
happen,6
pacifiers,1
diaper,1
receive,30
toy,3
horn,1
noise,3
nervous,2
calming,1
music,10
feed,11
trade,28
prevent,10
trick,7
promised,3
maybe,7
later,32
mad,8
20th,3
Anniversary,6
"3,600",1
all-new,2
Dispenser,1
keeps,15
organized,2
focus,8
View,1
Written,1
Sound,4
Screen,1
Innovations,1
Theme,3
themed,13
purification,2
ritual,13
Etruscan,2
predated,1
Roman,13
Empire,12
6th,1
B.C,2
represents,9
temple,16
faithful,2
divinities,2
Achvizr,1
Alpan,1
Leinth,1
Thalna,1
Tagete,1
Haruspexes,2
priests,7
Velthumena,1
Altar,1
Goal,4
purifiction,1
altar,6
darkness,4
consecrate,2
divinity,1
Tuchulcha,13
elminating,1
rival,12
Lasa,5
Vecuvia,4
passages,3
seals,5
priest,1
enters,5
Gameplay,14
doubles,6
pips,4
significant,3
spiral,1
approaching,1
spiritual,4
Mystical,2
Stones,2
passage,4
banish,3
Stone,2
Pawns,6
regardless,3
Normally,2
strenght,1
2x,1
3x,1
respectively,6
eqaul,1
occupying,5
banished,2
banishes,1
neutral,6
optional,9
sacrifice,1
activated,3
risky,3
selects,8
banishing,1
seal,3
removes,2
32,6
rounded,3
sided,2
aviator,1
Challenge,14
capabilities,4
aircraft,4
deserve,1
ace,4
winning,45
Victory,11
abbilities,1
factor,4
maneuverability,2
Bigger,1
nobody,4
Winning,6
lane,6
bowling,4
gutter,1
balls,10
anytime,3
Comes,6
Spare,1
Bowling,4
Bowl,3
Bowl-A-Strike,2
1800,1
provide,14
pressure,4
thrown,10
indicating,1
whats,2
drawn,24
Clue,4
Sand,2
Timer,4
Markers,2
Drawing,2
Pads,2
Pencils,3
sheepdog,1
Especially,1
shepherd,1
asleep,2
sheepfold,1
picture,23
mistakes,2
Habitat,3
attract,6
complex,8
diverse,3
Woods,3
ecosystems,1
organisms,1
producers,2
dominant,2
predators,2
Therefore,1
ranked,3
8-Jan,2
Food,5
Chains,2
duplicate,1
contrast,2
unsupported,1
chain,8
carries,3
starve,1
animals,22
fed,1
declares,3
Forget,1
growing,7
fireman,1
cop,2
doctor,2
Join,6
profession,2
regarded,1
virtues,1
Mack,2
hos,2
dough,4
Mack-Daddy,1
pimps,1
beatdown,1
ho,1
hospital,2
Im,2
Daddy,1
Pimp,1
stand-alone,5
mature,2
Rev,1
chrome-caddy,1
dust,2
fedora,1
worlds,8
oldest,3
100,22
AB,1
ISBN,1
1-58846-624-8,1
5140,1
Enough,1
repeat,6
cant,3
beers,1
pretzels,1
politically,1
laughing,6
yet,20
high-strategy,1
ideal,2
after-hours,1
game-nights,1
Suggested,1
hands-on,2
screen,3
Angry,11
Birds,8
egg-stealing,1
pigs,3
birds,33
Mission,5
Opponents,1
knocked,7
freestyle,1
Moyo,1
receives,26
occur,3
Online,3
Yucata,2
turn-based,6
Guile,2
memory,18
deception,3
Arthur,1
nefarious,4
Sir,1
Mordred,1
Knights,4
Round,12
instruments,2
Camelot,3
knights,9
schemes,1
trace,1
subterfuge,1
manipulate,11
victor,7
wield,1
loyalties,1
formed,7
face-up,16
bears,5
face-down,21
Influence,6
Knight-errant,1
circled,1
sum,4
sway,6
morrow,1
'inspansion,1
Extended,1
Cast,2
possibilities,10
8x8,1
frighten,1
figures,18
checkers,7
scare,4
weaknesses,2
gross-out,1
appearance,4
Anything,1
Pechvogel,1
a.k.a,5
Bird,4
dice-chucking,1
marble,8
stone,12
ravens,1
frustrations,1
chunk,1
Pay,6
reroll,5
Worst/best,1
everybody,7
user,1
summary,3
Horse,1
Blue,11
Ribbons,1
horses,10
reveals,8
horse,7
ribbon,2
stable,5
newbies,1
faire,1
mock,1
sounded,1
off-beat,1
rock,5
concert,2
Problem,3
sore,2
thumb,4
crowd,8
buccaneer,1
hats,2
faerie,1
wings,1
shorts,1
t-shirts,1
afternoon,1
assemble,8
costume,4
Ren,2
Faire,2
outfit,1
costumes,1
icons,5
performance,3
award,5
transparent,2
light-hearted,1
13,13
innovative,9
Festivibes,1
festivalgoers,1
ticket,1
festivals,3
attend,3
options,18
festival,4
note,5
positive,4
away,37
columns,6
Ticket,7
Festival,2
Beware,7
tickets,2
Bing,1
Tang,1
Hu,1
Lu,1
snack,4
China,6
skewer,3
fruits,5
mainly,2
apples,4
Zha,1
caramelized,1
sugar,1
beloved,5
prepare,7
tasty,4
compose,1
skewers,1
personal,15
rewards,5
situation,11
Choose,12
adventure,28
cooler,1
rides,1
Wheeler,1
Pink,1
Cruiser,1
Speedster,1
Green,12
Rider,1
lifes,1
tons,5
beach,9
zoo,10
Keep,3
Attractions,2
Chocolate,1
Factory,2
fate,19
Youll,9
awesome,4
Z,1
spread,6
zombie,27
pandemic,1
choosing,11
ability-granting,1
Role,2
initiate,1
horde,6
grey,4
lack,1
intel,1
featuring,8
hordes,10
Throughout,3
die-based,1
six-,1
eight-,1
ten-,1
twelve-sided,2
modify,6
consist,6
reusable,1
Lobos,1
slang,2
Lobotomizers,1
one-shot,1
Booby,1
Traps,2
Redeployment,1
human,5
decreases,4
zombies,28
Threat,1
Escalation,1
reveal,20
Though,4
undead,6
Player-zombies,1
escalate,2
collectively,4
Barista,3
brew,3
cup,8
coffee,9
spill,2
masterpiece,1
customer,4
specialty,4
ordered,2
brews,2
toward,12
aspect,2
brewed,1
Generally,2
tip,7
'Barista,1
Think,7
56,3
cup/tip,1
jar,1
bag,7
fans,4
Snow,5
vs,3
Giant,2
Fee,1
Fi,1
Fo,1
Fum,1
mess,4
chum,1
crush,2
foes,3
Hen,5
sly,1
self,2
tricks,5
sleeve,2
assistance,2
Seven,6
Dwarfs,1
thrive,1
proportions,1
logical,3
0-3,1
MindTrap,4
406,1
sticks,13
18,9
tangram,2
cardholder,1
Please,5
Monsters,10
bump,3
night,28
vampire,7
werewolf,1
mummy,7
poltergeist,1
stalk,2
searching,6
victims,7
sate,1
inhuman,1
appetites,1
blood,8
bones,3
brains,3
crave,2
prowl,2
Rich,1
Uncle,6
Pennybags,1
nieces,1
nephews,1
thrill-filled,1
Amusements,3
Boardwalk,4
Roller,2
Coaster,3
Video,1
Arcade,1
Booths,1
fees,3
Booth,3
fee,1
Miniature,1
Railroad,1
visit,28
Rest,2
Room,7
sooner,1
Billionaire,1
investing,1
commodities,1
Secret,6
'Sealed,1
Bids,1
stock,11
analizer,1
randomizer,1
modification,1
retheme,2
Landslide,1
confusing,3
Confusion,1
background,4
information,21
missing,4
freezing,2
variant,23
complicates,1
Grissoms,1
office,9
arrest,2
warrant,1
determining,2
motive,1
commit,3
Scene,8
Investigators,1
sorting,2
Lab,3
Divisions,1
division,2
Interrogation,1
Autopsy,1
Identification,1
Trace,1
Ballistics,1
Forensics,1
DNA,2
data,2
Disclosure,1
Grissom,1
CSI,1
Investigation,1
Boardgame,3
Booster,1
Pack,5
Cabinet,1
jungles,1
savanna,1
mountains,5
attempts,15
garner,1
prestige,3
sign,1
status,2
cottage,1
totem,6
pole,5
taller,1
Totem,1
proud,3
Tschukka,1
bird,17
meat,3
nourished,1
innumerable,2
generations,3
shaman,1
cast,11
spells,14
reputable,1
Ride,3
rough,3
quest,17
out-smart,2
out-battle,1
out-live,1
piracy,1
greed,1
castaway,1
losing,13
Liar,3
booty,2
Five,5
sculpted,3
respective,3
Sculpted,1
Skull,1
Bank,2
Inspired,3
Templar,5
Publishing,4
Pirateology,1
Hunter,3
Companion,1
Terra,2
Evolution,3
deck/world-building,1
species,9
evolution,2
cataclysms,2
extinction,2
strong,11
interaction,5
Build,14
continent,9
rise,5
evolving,1
deck-building,3
population/resource,1
management,8
timing,4
countless,2
strategical,3
planning,8
ice,6
volcanoes,1
asteroid,3
impacts,1
numerous,7
cataclysmic,2
precious,5
