Word,Frequency
Tide,16
avert,1
tragedy,2
constructing,11
hydraulic,2
reclaimed,2
ocean,16
brewing,5
seas,9
restless,3
guile,4
flow,19
usher,1
Containing,3
consume,5
Water,6
containment,2
spilling,1
needed,56
predict,2
manipulate,9
Failing,2
perilously,1
failing,4
corralled,1
dike,1
slowed,2
Correctly,1
identifying,4
intervening,1
at-risk,1
step,31
Carnival,1
Zombie,13
fleeing,3
terra,1
firma,1
sinking,4
zombies,14
recover,10
survivors,31
tutorial,4
traitor,3
scalability,3
dexterity,7
night-only,1
Finales,1
destabilization,1
undercutting,1
pride,5
restored,4
Public,5
Declaration,1
State,6
Committee,1
Emergency,4
U.S.S.R.,1
1985,11
spiritual,7
Next,35
SPI,3
NATO,10
Warsaw,11
Central,10
so-called,4
Monster,6
beer,6
pretzel,1
aspect,18
helicopters,4
electronic,7
revolts,8
nuclear,11
chemical,1
rear,10
Parts,1
95x65cm,1
31x24cm,1
Denmark,9
Italy,22
2000+,1
pages,26
Notes,5
colour,2
Highlights,4
generic,6
14km,1
sized,9
Squadron,8
Helicopter,1
Escort,2
Intercept,1
SEAD,1
Strike,16
EF-111,1
Yak28,1
PP,1
Offensive,13
ECM,1
Squadrons,6
E-3,1
Sentry,1
A-50,1
Mainstay,1
AWACS,1
Forces,9
Airmobile,2
Paratroops,1
Electronic,2
SSM,2
SAM,1
Chemical,1
Nuclear,2
uncontrolled,3
escalation,2
Strategic,21
Exchange,2
Antitank,1
Battalions,7
Single-Echelon,1
Assaults,3
Atlantic,3
Pacts,1
Mobilization,2
Norway,7
Unrest,1
Revolts,1
countries,19
Comrades,2
Started,3
Shipyards,1
intervention,8
widespread,2
satellite,3
Checkpoint,1
Damned,1
Nice,2
Thing,1
NORTHAG,1
Mind,2
CENTAG,1
Para,1
Bellum,1
Playable,2
Lights,2
Sacred,1
Oil,7
Fleet,36
write,16
heavier,1
meaningful,4
Ridback,2
Bay,4
reap,2
Boat,2
Town,6
boat,13
selects,6
matching,16
unlocking,7
fish,8
selected,14
Wharf,1
awesome,5
harbor,4
Fishing,1
occurs,12
integrated,10
Ruth,1
Cthulhu,3
mythos,1
H.,3
P.,1
Lovecraft,1
physically,1
sixty-four,1
cultists,7
Ones,4
mm,3
180,4
recruiting,10
Cultists,2
summoning,4
casting,2
Awakening,4
accumulating,4
Doom,7
victor,7
unlocked,5
spell,11
books,20
Driving,1
supports,4
colonised,1
LV-426,1
Contact,2
Shake,1
bake,1
sends,7
Colonial,12
Ripley,2
Advisor,1
Hadley,1
Aliens,4
unauthorised,2
non-profit,2
non-collectable,2
boundaries,2
1986,3
film,3
Consisting,2
60-card,2
assumes,9
xenomorphs,1
hombres,1
roster,6
high-tech,1
state-of-the-art,2
weaponry,2
Alien,8
Nuke,2
orbit,9
5-column,1
melees,1
bloodthirsty,5
butchered,1
frequently,4
well-placed,2
instance,11
Marine,13
Powerloader,1
Reactor,1
Chamber,2
rewarding,7
Similarly,2
aboard,1
Sulaco,2
expensive,7
APC,1
Withdrawal,2
Primarily,4
combat-driven,2
parentage,1
San,4
Juan,2
TCG,3
Iliad,2
Conditions,5
survives,2
Loading,1
cocooned,1
Dorado,3
Temples,3
Vinhos,4
wines,2
wine,5
producers,4
harvests,1
cultivate,4
vines,1
varieties,3
oenologists,1
fairs,3
winemaker,1
winemakers,1
vineyards,2
profit,11
Deluxe,28
Ian,5
O'Toole,2
differences,15
estate,5
Farmer,3
manager,8
multiplier,3
bank,13
Vintage,1
exportation,1
optimized,2
exceptions,1
Explanation,1
beside,2
Catherine,1
Ironfist,1
vanquish,3
power-hungry,1
Mutare,1
maybe,18
despise,1
Sandro,1
Move,15
Antagarich,1
plunge,3
Might,3
adventure-driven,1
3-Jan,8
hexagonal,7
performed,3
disappearance,3
item,17
intimate,1
coming-of-age,1
told,6
serves,6
tarot,2
logic,2
problems,15
uncover,16
78,2
56,3
Puzzles,3
keywords,1
passages,3
solutions,2
Packed,1
gorgeous,6
illustrations,9
resonant,1
storytelling,8
Mist,2
non-linear,1
mist,1
Tournament,5
named,22
Tidal,8
guard,8
champion,11
realm,27
Fold,6
frozen,4
protects,2
Naviri,5
sea,39
erratic,2
Engineers,5
Citadel,7
entrusted,1
Nexus,3
device,8
unfreezing,1
trapped,8
Blade,6
isles,1
Rise,10
Unfolders,2
narratively,2
equipped,4
combos,10
traits,11
Focus,5
Resilience,1
specialized,8
Items,2
40+,2
lush,6
valuable,43
Golfins,1
Iota,1
denizens,5
1949,1
ruins,19
Curtain,1
Cold,5
descends,3
wanting,6
reconstruct,1
quicker,4
happier,1
Socialism,1
Capitalism,2
collectivism,1
individualism,1
Wir,1
sind,1
das,4
Volk,1
slogan,1
demonstrators,1
1989,3
Airlift,1
Wall,7
Flowing,1
84,2
stem,2
exodus,1
citizens,20
wisely,23
economy,24
unrest,9
contest,15
Precise,1
derailed,2
1973,2
Crisis,23
Monday,1
demos,1
Mass,1
seal,1
horizon,4
Cyrus,1
decree,1
writing,3
Israelite,1
exiles,2
heaven,1
appointed,4
temple,15
Jerusalem,4
Judah,2
silver,4
livestock,3
offerings,9
Ezra,3
1:2-4,1
paraphrased,2
Decades,2
twentieth,3
Artaxerxes,1
reign,11
noticed,1
sadness,1
cupbearer,1
Nehemiah,4
asked,6
looked,5
ill,2
replied,1
live,23
forever,13
sad,2
ancestors,5
pleases,2
sight,8
buried,6
rebuild,10
2:3-5,1
rebuilding,4
walls,16
Torah,1
settlements,10
stoke,1
altar,3
burning,4
prophets,1
Haggai,1
Zechariah,1
Sabbath,2
Elsa,1
Frhlingsfeld,1
Frederik,1
Augustus,3
Saxony,5
thought,12
trickery,1
recently,9
Uranium,3
heat,10
jar,1
atomization,1
Nucleum,3
ushered,2
prosperity,11
decades,15
went,9
regional,10
hub,1
engineering,4
factories,18
hungry,4
demanding,2
Nucleums,1
imported,2
nearby,6
Bohemia,6
railways,4
tamed,1
atoms,1
Saxonys,1
Inventors,3
industrialists,2
flock,1
Saxon,6
revolution,18
technological,11
boom,2
reactor,1
powering,4
urban,4
contracts,12
randomized,8
endgame,3
assume,22
perfume,2
producer,3
Grasse,5
fragrance,2
essences,1
exchanges,2
purchases,4
vanguard,2
perfumes,2
sellers,2
exhibitor,1
1849,2
fluff,1
Originally,4
cultivated,1
Murto,1
flower,8
orange,5
lavender,1
acacia,1
Later,4
Began,1
import,3
seedlings,1
jasmine,1
que,52
nickname,1
Perfume,1
Capital,11
Demonstrate,1
performer,1
Arkwright,2
England,29
late,35
Century,11
block,23
Thus,10
Workers,10
automatically,11
output,3
employ,5
factory,11
technical,5
fix,3
chances,13
selling,13
sales,3
promotion,7
factors,14
modernize,2
Administration,1
depend,7
paid,8
i.e,7
blocked,3
manufactured,2
Goods,3
traded,5
colonies,22
contract,2
monopoly,2
Indian,14
remove,6
token,30
Neither,6
guarantees,1
markets,9
deficit,2
Buy,4
120,6
Spinning,1
Jenny,1
240,1
Waterframe,1
#NAME?,1
Gloomhaven,4
Euro-inspired,1
persistent,2
shifting,9
reasons,6
necessity,3
menacing,2
plunder,2
ever-branching,1
changing,21
ideally,3
continues,18
automated,7
vice-versa,1
exhausted,6
Slings,1
Arrows,1
Globe,1
Theater,14
William,9
Shakespeare,2
steps,7
wondrous,3
Wayward,2
Sisters,5
Hamlet,1
Titania,1
Jonathan,1
Guberman,1
iambic,1
pentameter,1
runner-up,1
Jason,1
Hager,1
multi-hero,1
witches,3
potion,6
machinations,4
co-ordination,1
ongoing,13
mutanite,1
Gain,4
customize,8
Combine,5
elemental,2
Co-op,2
Mode,16
Weaponize,1
Throw,1
cars,13
towers,8
ice,13
cream,1
Flood,2
fling,1
pole,1
electrocute,1
Craft,1
Mutant,2
41,7
synergies,7
Streamlined,2
flows,2
smoothly,4
Draw,4
Spatial,1
Deckbuilding,2
flames,2
takedown,1
Layered,1
Spend,2
Mutanite,1
hoard,2
boosted,2
foil,5
plotting,2
htilal,1
Revolution,19
institutions,3
1950,3
1980s,4
Turkey,6
centre-left,1
centre-right,1
incidents,2
shaped,6
appear,11
steer,4
foiling,1
independent,15
infiltrate,4
code-breaking,2
teenagers,1
Key,9
teens,1
chapter,28
lives,10
comic,10
chapters,13
30-60,3
reading,6
advances,27
knowledge,35
weaving,3
Frostpunk,2
severe,4
duty,2
speechless,1
Society,6
issue,19
accordingly,4
mood,2
bears,5
consequences,12
treat,9
inspiring,2
fearless,3
bright,4
scientist,7
sting,2
tyranny,1
law,4
equality,2
bestseller,1
video,18
11bit,1
studios,1
Mine,4
digital,3
strategy-survival-city-builder,1
BAFTA-nominee,1
2018,2
Something,5
Davy,4
Jones,6
Youve,5
heard,6
creature,10
maelstroms,1
washing,1
ashore,4
markings,3
tides,4
struck,4
fear,9
Captains,3
band,15
waking,1
sail,9
ports,6
shipbefore,1
Locker,2
Kraken,5
Wakes,1
pirate-themed,1
Acts,1
Act,5
Exploring,3
Ports,3
Visiting,1
Markets,2
Raiding,2
Ships,9
Shipwrecks,1
battling,10
stat,4
odd,2
pods,2
beached,1
whales,1
pools,2
dragged,2
nowhere,4
wakes,1
sucked,1
whirlpool,2
tentacles,1
currents,1
rescue,17
Cat,4
quintessential,2
quantum,3
cats,5
isnt,4
defined,4
Hypothesize,1
Plan,14
pawsitively,1
catastrophic,6
paradox,1
Supports,2
geekbits-style,1
Recessed,2
Research,12
pad,4
insert,1
tidy,1
Superclub,2
face-to-face,3
flight,8
club,2
decent,1
Certainly,1
off-season,2
season,24
talents,7
scout,8
facilities,7
staff,10
deadline,1
folders,3
dices,2
positive,2
negative,12
changer,2
crown,4
beats,2
his/her,7
contender,1
Supercup,1
Scorpion,2
Malta,7
Besieged,6
mid-1940,2
overlooked,2
Commonwealth,16
theatre,5
utilize,17
unrelenting,2
Built,3
Siege,13
2010,4
Charles,17
Roberts,3
Must,1
Tell,1
Supply,8
safely,3
shepherd,2
vulnerable,5
convoys,5
cargoes,1
crucial,20
emphasis,11
convoy,3
ULTRA,2
asset,3
counterintelligence,1
Spitfires,4
skies,12
U-Boat,5
Herkules,1
Admiral,1
Cunningham,1
intervene,3
occasion,1
Africa,28
treated,2
mere,8
sideshow,1
indeed,4
Rommel,11
Desert,8
Fox,1
holds,11
Tobruk,3
vaunted,2
Afrika,4
Korps,4
Montgomery,3
battle-tested,2
8th,10
dash,2
Tripoli,1
glorious,13
weaken,2
scrambling,2
Hurricanes,2
inbound,1
attacking,21
Italians,2
Luftwaffe,16
arrives,6
requesting,1
battered,2
theatre-wide,1
Fall,12
O'Connor,1
raid,17
Taranto,1
Crete,8
evacuation,5
Ark,7
Torch,1
landings,18
abstracted,3
significant,16
overall,14
wisdom,4
fortitude,1
prevail,2
Data,4
Length,1
75,6
NOTE,5
out-of-print,3
Filosofia,3
printing,6
Grid,32
regarded,2
entities,4
Mgawatts,2
Friedemann,2
Friese,2
network,33
pre-existing,3
purchased,11
newer,8
efficient,11
merely,8
Additionally,13
raw,15
coal,9
garbage,4
uranium,3
said,20
'renewable,2
windfarm/,2
solar,11
retaining,5
cheapest,4
differs,4
USA/Germany,1
Qubec/France,1
renewable,2
reality,7
hydro-electricity,1
Re-Implements,1
Funkenschlag,5
Expanded,7
France/Italy,2
Benelux/Central,2
Atolla,1
Modulis,1
Plants,3
China/Korea,2
Flux,1
Generator,2
characteristics,6
geography,2
tying,1
ownership,4
Incorporated,4
Qubec/Baden-Wrttemberg,2
Quebec,2
Zombicide,15
Plague,4
zombie,17
apocalypse,4
fantastical,2
Necromancers,3
swords,4
straggling,1
stay,18
punish,1
paladins,1
magicians,1
crossbows,2
Necromancer,11
overlords,1
incarnation,2
nonstop,1
atmosphere,8
easy-to-learn,6
Equip,2
survivor,5
chainmail,1
fantastic,12
enchantments,6
bile,1
all-consuming,1
inferno,1
vaults,1
citadel,7
Chase,1
multiplying,1
masses,2
tackle,4
victims,2
massacre,3
Yokohama,7
fishing,3
Meiji,6
copper,2
silk,3
incorporate,7
YOKOHAMA,1
merchant,14
store,10
broaden,1
channels,1
techniques,4
abroad,1
vora,6
square,26
forum,3
Liberalitas,2
Julia,1
columns,9
rondel,8
define,6
intend,5
capitals,3
request,10
governor,2
inspect,4
compensate,2
centurion,1
architect,10
obtains,2
templo,1
romano,1
foi,1
provavelmente,1
construdo,2
em,3
homenagem,1
ao,6
imperador,1
Augusto,1
venerado,1
como,4
um,4
deus,1
durante,5
e,11
aps,1
seu,1
reinado,2
Foi,1
sculo,2
d.C.,2
na,4
praa,1
principal,4
frum,1
ento,1
chamada,1
Julia.Neste,1
jogo,4
os,3
jogadores,2
desempenharo,1
papel,1
construtores,1
Imprio,1
Romano,1
ocorre,1
objectivo,1
Construir,2
colunas,2
ainda,1
existem,1
nos,4
dias,1
hoje,1
Este,3
tem,1
sua,1
mecnica,1
baseada,1
num,1
movimentam,1
seus,1
trabalhadores,1
para,13
definirem,1
pretendem,1
executar,1
pedras,2
capiteis,1
aperfeioar,1
j,1
construdas,1
multiplicador,1
pontos,2
solicitar,1
influncia,1
personagens,2
importantes,1
cartas,4
Estas,2
Imperador,1
valorizar,1
construes,2
governador,1
inspecionar,1
compensar,1
jogador,3
centurio,1
mantm,1
ordem,1
estaleiro,1
oferecer,1
maior,1
mobilidade,1
arquiteto,1
ajuda,1
processo,1
construo,1
tornando-o,1
muito,1
mais,7
eficaz,1
rentvel,1
Vence,1
obtiver,1
prestigio,1
baseado,1
nas,1
colocadas,1
cada,5
coluna,1
tambm,1
nalgumas,1
bonificaes,1
Stationfall,3
imagine,1
dozen,7
none-of-the-aboves,1
relationships,2
loose,6
incinerated,1
reentry,1
collaborators,1
assist,2
waiting,15
betray,5
creative,5
morph,1
conspiracy,4
deductions,2
identities,1
messy,1
intricate,5
variables,1
Aftermath,1
critters,6
thrive,5
big,30
Humans,6
mysteriously,2
vanished,3
misfit,1
providers,1
guinea,1
pig,1
anger,3
issues,21
hamster,1
talks,1
drives,4
mouse,2
keen,3
vole,1
borderline,1
feral,1
personalities,8
play-styles,3
leave,15
20+,1
story-driven,7
Scavenge,1
mankind,12
supplies,13
bandits,7
predators,4
flee,3
Return,5
Grow,1
spoils,1
hardship,2
26th,1
recovering,4
explosion,4
exterminated,2
uninhabitable,2
due,28
unearthly,1
radically,7
ideologies,3
Paths,5
fit,19
Harmony,2
Dominance,4
Progress,3
Salvation,1
Followers,3
isolation,1
Rifts,2
wake,4
Path,6
greatly,6
meddling,2
endanger,2
time-space,1
continuum,1
message,4
arriving,3
Rift,2
believed,3
looming,7
asteroid,6
bearing,1
substance,5
Neutronium,1
heading,4
stranger,4
scientists,15
signature,5
Anachrony,1
two-tiered,1
devastated,3
specialists,5
Scientists,1
Administrators,1
Geniuses,1
Exosuits,1
protect,26
7-Apr,1
unless,12
averted,1
elapsed,1
measured,12
timeline,10
vastly,2
Whichever,2
seat,6
WAR,4
BEGINS,1
Forged,1
thunders,1
aggressive,8
32mm,3
steam-powered,4
soldier-sorcerers,1
automatons,2
pinnacle,1
paint,6
fantastically,2
Exceed,6
high-stakes,2
arena,15
packs,5
rares,1
chase,3
Season,19
Capcom,1
illustrious,3
franchise,9
Fighter,15
Ryu,1
Well-rounded,1
counterattacking,1
potential,23
Sagat,1
Dangerous,1
projectile,2
mid-range,1
bay,3
re-use,1
Moves,3
Akuma,1
All-in,1
Zangief,1
Unflinching,1
grappler,1
horror,18
Halloween,1
searching,11
houses,20
kids,4
Tommy,2
Lindsey,2
causing,6
Michael,7
Myers,3
keys,6
stalk,4
ever-present,3
killing,6
preventing,3
Architects,2
Carolingian,1
850,2
impress,3
status,23
landmarks,3
watchful,3
virtuous,1
thieves,13
marketeers,1
Archbishop,1
cathedral,8
virtue,2
judged,1
underhand,1
deals,7
punished,3
constructions,2
Galaxy,13
civilizations,28
developments,6
chips,18
occur,13
triggered,16
totals,1
Overview,2
implement,7
colonized,3
wield,4
consumed,4
upcoming,2
Produce,1
Consume,1
Add,5
ensures,5
follows,19
twelve,19
chip,3
claimed,8
UPDATE,3
CVD,1
blindness,1
Worlds,13
promo,4
homeworlds,2
Revised,5
UPC,2
6.55132E+11,1
Warcry,3
makers,1
Underworlds,8
carnage,4
Mortal,2
Sigmar,2
hyper-kinetic,1
character-driven,3
close-matched,1
fits,5
myriad,6
reavers,1
despoilers,1
pilgrimage,2
Varanspire,1
explores,5
never-before-seen,1
reflecting,9
dizzying,1
diversity,3
rooted,4
lore,10
realises,1
servants,3
cultures,4
Rebellion,10
Experience,15
fledgling,3
starships,7
troop,16
movements,6
cause,36
Given,1
Stormtroopers,2
TIEs,2
Destroyers,3
enforce,4
snuff,1
budding,3
obliterating,2
subjugate,1
T-47,1
airspeeders,1
Corellian,1
corvettes,2
squadrons,11
clearly,8
overmatched,1
outset,1
planets,29
execute,12
targeted,3
strikes,20
sabotage,6
steal,14
sway,2
inspire,5
full-scale,3
thirty-two,2
sweeping,5
grandiosity,1
intensely,1
cinematic,3
heroic,11
Leia,1
Organa,1
Mon,1
Mothma,1
Moff,1
Tarkin,1
Palpatine,1
spreads,5
invaluable,1
Luke,5
Skywalker,4
training,24
Dagobah,1
Darth,5
Vader,4
spring,10
freezes,1
Han,7
carbonite,1
Congratulations,2
candidacy,1
Primary,3
Outwit,5
presidential,1
primary,13
election,6
hosting,2
rallies,4
fundraisers,1
advertising,4
Super,12
PACs,1
vote,4
delegates,3
candidates,1
News,3
Vote,2
Organize,2
commit,7
queue,2
swoop,1
PAC,1
committed,9
executing,3
Bus,1
Plane,1
Positive,1
Ad,2
Negative,1
anywhere,8
none,3
nice,7
stress,4
campaigning,4
voting,1
Right-wing,1
Generals,6
rebelled,1
aided,5
Anarchists,1
Communists,1
Moderates,1
aside,3
anti-fascist,1
trust,4
agendas,6
Fascists,2
Fronts,6
particularly,3
repelling,1
Tableaus,1
triggering,4
Medallions,1
boosts,6
permanent,18
upgrades,25
Government,8
Anarchist,1
bag,17
Glory,16
whichever,2
dictatorship,2
imprisonment,1
exile,2
Part,11
Ben,4
Hull,2
Musket,6
Pike,5
fourth,13
career,4
Gustav,13
Adolf,15
Sweden,15
catapulted,1
forefront,3
climax,4
English,18
Accursed,5
Swedish,34
Fights,4
Thirty,5
Lily,3
Banners,3
Polish,12
lance,1
winged,1
Husars,1
Cossacks,1
Swedish-style,1
unbeaten,1
Tilly,1
Catholic,9
Finally,20
Wallenstein,6
resurgent,3
drawing,15
Swedes,25
Victorious,2
Arms,14
wings,5
commander,28
limits,6
wing,6
goes,16
batteries,5
Charges,3
Pistols,1
skirmishing,2
grazing,1
sitting,8
Dirschau,1
1627,1
Prussian,8
1626,1
Poles,5
field,45
Gniew,1
month,20
skillfully,7
offset,1
Hussars,1
Koniecpolski,2
sought,7
Breitenfeld,4
1631,1
Alte,1
Veste,1
1632,2
besieged,4
Nrnberg,2
Ltzen,2
Leipzig,3
caught,7
detached,3
Honigfelde,1
Trzciano,1
1629,1
hotter,1
bath,1
exclaimed,1
extricate,1
showed,5
respect,2
Rheingraf,2
Otto,1
Ludwig,1
pincer,2
rushed,3
impetuous,1
contingent,1
joined,7
fray,2
Arnim,1
Full-color,4
back-printed,2
Scenario/Playbook,1
stirring,1
circle,10
colleagues,3
Foul,1
investigators,26
unravel,6
otherworldy,1
Eldritch,4
Horror,6
terror,6
globetrotting,1
elder,2
intent,2
destroying,12
Mystery,2
loathsome,2
Azathoth,1
inform,1
confront,11
expect,14
alternatively,2
Istanbul,3
crime,13
syndicate,4
Pyramids,3
clue,11
unnamed,1
gate,10
fortunate,2
incur,3
compelled,2
Condition,1
restriction,2
Leg,5
Injury,1
Amnesia,1
assets,6
Debt,2
owe,2
something,24
insidious,3
debt,4
collector,5
wise,6
haste,3
reckoning,2
sinister,8
approaches,4
malign,1
manifested,1
Mythos,3
govern,6
nearer,1
foul,6
rumors,4
all-important,1
hundred-fifty,1
hundred,7
world-spanning,1
Crystal,4
Palace,2
1851,1
buzz,2
spectacular,5
dice-placement,1
Patent,2
Office,4
Reform,2
Club,3
Port,2
Waterloo,6
Station,3
Museum,2
Bank,2
Westminster,1
patents,2
brains,4
slightly,10
weird,4
Phileas,2
Fogg,2
Levi,1
Strauss,1
Edwards,1
invent,2
gadgets,1
Thinking,2
Beer,1
Climate,2
1697,2
Louis,2
XIV,2
emerged,8
decade,9
Continental,5
ambitions,6
unsatisfied,1
sat,2
unresolved,1
illusions,1
quiet,10
neither,4
anticipated,2
tumult,2
Hundred,6
proudly,2
achievement,3
battlefields,12
India,21
Canada,7
Caribbean,4
fleets,16
salons,1
Paris,15
coffee-houses,1
economics,5
rock,6
foundations,6
society,12
democracy,3
liberty,3
transformed,8
imagining,1
Struggle,15
18th-century,1
warily,1
1789,1
Bastille,1
colonial,9
span,9
endeavor,2
low-complexity,2
evening,14
aims,9
ancestor,1
Twilight,21
sweep,4
interests,8
investments,3
denying,2
theater,13
territorial,5
disappear,2
treaty,4
superpower,3
dreams,12
Lafayette,1
1815,6
Fallen,7
eagles,2
regiment/battalion,1
400,7
Anglo-allied,1
108,2
cm,12
meters,13
hexagon,4
42.5,1
29.5,1
inches,10
playbook,7
Beside,1
Hougoumont,2
D'Erlon,1
Plancenoit,2
Eagles,3
commitment,4
division,15
mix,23
playability,5
realism,7
Formation,1
freely,4
sudden,10
priority,6
Orders,8
classically,1
rated,17
Formations,4
melee,6
prohibitions,1
charges,3
procedure,6
testimony,1
densely,2
stalled,1
promising,2
breakthrough,9
french,1
thin,2
furia,2
traduction,1
franaise,3
texte,1
anglais,1
chute,2
Aigles,2
est,13
un,28
niveau,1
rgiment,1
bataillon,1
clbre,1
bataille,7
Le,9
comprend,2
peu,1
pions,1
ordre,1
franais,1
anglo-alli,1
et,29
prussien,1
Juin,1
une,11
carte,6
par,10
mtres,1
hexagone,1
diverses,1
aides,1
livret,2
rgle,1
L'chelle,1
d'une,4
heure,1
tour,7
le,16
peut,4
tre,3
termin,1
en,44
heures,1
En,6
complte,1
plusieurs,1
scnarios,1
sont,8
disponibles,1
d'Erlon,1
attaque,3
Des,3
permettront,1
aux,6
d'explorer,1
alternatives,4
La,29
vue,1
dtaille,1
jouable,1
L'accent,2
mis,2
sur,3
l'attrition,1
l'engagement,1
au,3
opportun,1
plutt,1
tactique,1
L'ordre,1
dtaill,1
l'chelle,1
permettent,1
d'entrer,1
dans,6
l'action,2
systme,3
offre,1
rsolution,1
rapide,1
raliste,1
combats,5
Un,2
nouveau,2
cr,1
les,11
ont,2
tests,4
rapport,1
rsultats,1
historiques,2
Ce,1
mlange,1
bien,4
connus,1
nouvelles,1
fonctionnalits,1
pour,6
optimiser,1
jouabilit,1
ralisme,1
ordres,2
simples,1
donns,2
limitant,1
leur,1
capacit,1
ragir,1
changement,1
soudain,1
priorit,1
peuvent,2
se,21
poursuivent,1
avant,3
d'tre,1
changs,1
faon,1
habituelle,1
taille,1
qualit,1
mouvement,1
actives,1
unes,1
aprs,1
autres,1
choix,3
joueur,1
doivent,1
suivre,1
l'ordre,1
qu'elles,1
reu,1
dbut,2
voire,1
inclut,1
feu,3
offensif,1
dfensif,1
tirs,1
d'opportunit,2
contre-charge,2
retraite,1
mle,1
nombre,2
interdictions,1
classiques,1
transformes,1
exemple,2
cavalerie,1
dplacer,1
ZDC,4
contrle,2
menace,5
ou,7
Une,1
puissante,1
n'est,1
donc,1
pas,3
mme,1
faible,1
fin,3
alatoire,1
ne,3
jamais,1
certains,1
disposer,1
toutes,1
leurs,1
refltant,1
problmes,1
commandement,1
durant,2
toute,1
outre,1
traduisent,1
tours,1
potentiellement,1
courts,3
l'usure,1
reflet,1
cette,1
qui,7
fut,2
preuve,1
dtermination,1
ces,2
deux,5
armes,2
denses,1
combattant,1
pied,2
devront,1
choisir,1
l'unit,1
tte,1
conduira,1
l'attaque,1
subira,1
premier,2
L'chec,1
d'un,1
faire,1
diffrence,1
entre,5
avorte,1
perce,1
prometteuse,1
variantes,1
prvoient,1
l'arrive,1
prcoce,1
tardive,1
Prussiens,1
meilleure,1
mto,1
veille,1
permettant,1
tt,1
victoire,1
dtermine,1
fois,2
objectifs,1
mort,1
subite,1
camps,4
afin,2
simuler,1
contraintes,1
pendant,1
aussi,1
d'objectifs,1
pertes,1
infliges,1
partie,2
Selon,1
affaire,1
trs,1
serre,1
mince,1
ligne,1
rouge,1
tiendra,1
t-elle,1
contre,1
Regarded,1
Knizia,3
masterpiece,3
Euphrates,4
fertile,7
crescent,1
farming,5
categories,10
weakest,3
encourages,4
Conflict,7
arises,1
i.e.,7
external,3
Mayfair,1
2008,5
ziggurat,6
initially,5
owned,4
monument,5
extends,5
regarding,5
apply,4
incorrectly,1
tile-laying,2
Mages,3
schools,4
philosophies,1
Illusionist,1
Warlock,2
Beastmaster,2
Priestess,2
fare,1
redubbed,1
2015,4
fully-customizable,1
Summon,3
foe,12
adorn,2
zones,13
regulate,2
spellbook,2
tome,1
costing,1
Creatures,2
Burn,2
Corrode,1
Stun,1
Daze,1
Push,2
Cripple,1
Paralyze,1
curses,4
buffed,1
throat,2
armed,12
Lash,1
Hellfire,1
Helm,1
Fear,2
Demonhide,1
trickster,1
meta-magic,1
countering,2
redirecting,1
teleportation,1
portals/gates,1
angels,2
healing,3
wear,4
spellbooks,5
collectible,5
customizable,9
Extra,3
copies,6
Tome,2
cheesemaker,2
aging,2
artisanal,1
cheeses,1
creamery,2
crafting,8
cheese,12
Fromage,1
worker-placement,6
quadrant,3
rotates,2
Prestige,15
Wildspire,4
Waste,3
mega,3
Hunt,4
one-shot,3
Raising,2
Robots,7
seeking,20
fabricate,2
recycle,1
Rogue,7
Angels,7
Sci-Fi,2
blends,1
impactful,5
merges,1
fluent,1
behavior-driven,1
hack'n'slash,1
infiltration,3
evacuations,1
adaptation,5
personality,7
relationship,3
individuals,7
suited,3
Suns,3
travelling,2
shield,2
spaceship,6
sacrifice,13
Konigsberg,4
Prussia,9
Belorussian,1
uncertain,3
paces,2
Stalin,9
blocking,4
Elbing,1
gas,6
Gross,1
Deutchland,1
withdraw,7
replicate,2
onslaught,4
kilometers,10
12-page,3
Sheet/Player,1
Plastic,2
zipper,1
Playability,5
10-Apr,1
container,1
1914,12
outrance,4
Initial,2
WWI,6
realistically,4
translation,1
excess,4
comprehensively,1
Channel,5
Border,3
derivative,1
aspects,27
conjunction,2
conducted,12
eminent,1
Open,6
strung,3
Miracle,1
Marne,10
Likewise,4
Liege,1
16th,4
Ypres,1
mid-November,1
Lorraine,2
Stalemate,1
expressed,3
dedicated,5
five-day,1
concise,1
wonderful,3
insights,3
WW1,6
enthusiast,1
connoisseur,1
Division/Brigade,1
Resch,1
Design,14
Assistance,2
Rian,1
Meeteren,1
Dick,2
Vohlers,1
Stewart,1
Arnhem,2
bunch,4
cut,25
AFV,7
AFVs,1
Giant-hex,1
downtown,1
Super-sized,1
deluxe,26
Sturdy,1
tactical-level,2
personnel,5
Mostly,1
seems,7
explains,4
format,14
comfortable,4
Werewords,2
guess,15
Figure,2
werewolf,7
Seer,3
iOS/Android,1
words,14
Mayor,4
Werewolves,2
Villagers,2
Speedwords,1
twenty,4
Formidable,3
arrayed,7
beckons,5
destiny,10
storied,4
peoples,5
oversee,4
dramatic,16
scientific,13
Expand,6
civilisation,3
knees,4
footnote,4
fourteen,5
civilisations,3
seen,20
Imperium,33
Horizons,3
Aksumite,1
Cultist,1
Gupta,1
Magyar,1
Martian,6
Mayan,4
Polynesian,1
Sassanid,2
Taino,1
Tang,1
Wagadou,1
Fully,2
Classics,3
thriving,5
eighteenth,1
profligate,1
Think,1
Civilization/Age,1
backstabbing,3
Diplomacy,7
guy,2
improvement,3
Sunrise,1
Islands,7
fierceful,1
folk,4
Wooden,8
Conclave,1
reunites,1
Wandering,3
travels,4
trades,3
Mining,5
Floating,1
Technology,6
sworn,3
protectors,2
Yro,2
3x3,1
Value,2
